_id,_labels,betweenness,code,degree,name,pagerank,_start,_end,_type
5569,:skills,10270.02528,Y6.L5,0,L.5 Put integers in order,0.330171638,,,
5570,:skills,3608.549777,Y6.M1,0,"M.1 Add, subtract, multiply or divide two whole numbers",0.214519833,,,
5571,:skills,40686.63971,Y6.M2,0,"M.2 Add, subtract, multiply or divide two whole numbers: word problems",1.080912373,,,
5572,:skills,16381.89494,Y6.M3,0,M.3 Evaluate numerical expressions,0.171355383,,,
5573,:skills,47363.62352,Y6.M4,0,"M.4 Add, subtract, multiply or divide two decimals",0.393250171,,,
5574,:skills,0,Y6.M5,0,"M.5 Add, subtract, multiply or divide two decimals: word problems",0.523299794,,,
5575,:skills,194.3788889,Y6.M6,0,M.6 Evaluate numerical expressions involving decimals,0.190490686,,,
5576,:skills,50363.81155,Y6.M7,0,M.7 Does x satisfy an equation?,0.190490686,,,
5577,:skills,70.5,Y6.M8,0,"M.8 Add, subtract or multiply two fractions",1.027729146,,,
5578,:skills,0,Y6.M9,0,"M.9 Add, subtract or multiply two fractions: word problems",1.149688633,,,
5579,:skills,109.9225275,Y6.N1,0,N.1 Compare rational numbers,0.561406923,,,
5580,:skills,0,Y6.N2,0,N.2 Put rational numbers in order,1.044376139,,,
5581,:skills,0,Y6.O1,0,O.1 Estimate to solve word problems,0.408107071,,,
5582,:skills,98.2484127,Y6.O2,0,O.2 Multi-step word problems,0.299460157,,,
5583,:skills,0,Y6.O3,0,O.3 Word problems with extra or missing information,0.426730733,,,
5584,:skills,0,Y6.O4,0,O.4 Guess-and-check word problems,0.752129615,,,
5585,:skills,149.0080372,Y6.O5,0,O.5 Distance/direction to starting point,0.367718491,,,
5586,:skills,0,Y6.O6,0,O.6 Use logical reasoning to find the order,0.15,,,
5587,:skills,1585.733333,Y6.P1,0,P.1 Write a ratio,0.169137653,,,
5588,:skills,1491.033333,Y6.P2,0,P.2 Write a ratio: word problems,0.221883505,,,
5589,:skills,320.7,Y6.P3,0,P.3 Identify equivalent ratios,0.272215172,,,
5590,:skills,156.7,Y6.P4,0,P.4 Write an equivalent ratio,0.227127632,,,
5591,:skills,0,Y6.P5,0,P.5 Ratio tables,0.246529247,,,
5592,:skills,472.7769231,Y6.P6,0,P.6 Unit rates and equivalent rates,0.179040506,,,
5593,:skills,67,Y6.P7,0,P.7 Compare ratios: word problems,0.297039456,,,
5594,:skills,89,Y6.P8,0,P.8 Do the ratios form a proportion?,0.456655056,,,
5595,:skills,0,Y6.P9,0,P.9 Solve the proportion,0.538156804,,,
5596,:skills,260.6435897,Y6.P10,0,P.10 Scale drawings: word problems,0.276966133,,,
5597,:skills,0,Y6.Q1,0,Q.1 What percentage is illustrated?,0.211922575,,,
5598,:skills,583.4200216,Y6.Q2,0,"Q.2 Convert between percents, fractions and decimals",0.240243426,,,
5599,:skills,52,Y6.Q3,0,Q.3 Compare percents to each other and to fractions,0.215817716,,,
5600,:skills,0,Y6.Q4,0,Q.4 Compare percents and fractions: word problems,0.585928597,,,
5601,:skills,2387.242857,Y6.Q5,0,Q.5 Percents of numbers and money amounts,0.387492007,,,
5602,:skills,0,Y6.Q6,0,Q.6 Percents of numbers: word problems,0.191171026,,,
5603,:skills,546,Y6.Q7,0,Q.7 Find what percent one number is of another,0.191171026,,,
5604,:skills,0,Y6.Q8,0,Q.8 Find what percent one number is of another: word problems,0.231247688,,,
5605,:skills,0,Y6.R1,0,R.1 Estimate metric measurements,0.225008587,,,
5606,:skills,118,Y6.R2,0,R.2 Convert and compare metric units,0.421400214,,,
5607,:skills,0,Y6.R3,0,R.3 Metric mixed units,0.508190193,,,
5608,:skills,0,Y6.R4,0,R.4 Convert square and cubic units of length,0.19262246,,,
5609,:skills,0,Y6.R5,0,R.5 Convert between cubic metres and litres,0.15,,,
5610,:skills,0,Y6.R6,0,R.6 Convert between square metres and hectares,0.15,,,
5611,:skills,21.5,Y6.R7,0,R.7 Compare temperatures above and below zero,0.202910137,,,
5612,:skills,0,Y6.S1,0,S.1 Find the number of each type of coin,0.211322745,,,
5613,:skills,3344.582959,Y6.S2,0,S.2 Add and subtract money amounts,0.205414027,,,
5614,:skills,238.0611111,Y6.S3,0,S.3 Add and subtract money amounts: word problems,0.435144231,,,
5615,:skills,130.4242424,Y6.S4,0,S.4 Multiply money by whole numbers,0.175099883,,,
5616,:skills,198.8374459,Y6.S5,0,S.5 Multiply money: word problems,0.211112836,,,
5617,:skills,24.66666667,Y6.S6,0,S.6 Divide money amounts,0.164293311,,,
5618,:skills,50.30133229,Y6.S7,0,S.7 Divide money amounts: word problems,0.233255427,,,
5619,:skills,36.35714286,Y6.T1,0,T.1 Sale prices,0.397844909,,,
5620,:skills,66.25714286,Y6.T2,0,T.2 Which is the better coupon?,0.243145744,,,
5621,:skills,0,Y6.T3,0,T.3 Unit prices,0.279672015,,,
5622,:skills,0,Y6.T4,0,T.4 Unit prices with fractions and decimals,0.898583709,,,
5623,:skills,0,Y6.T5,0,"T.5 Percents - calculate tip, mark-up and more",0.360255111,,,
5624,:skills,0,Y6.T6,0,T.6 Percents - calculate GST,0.360255111,,,
5625,:skills,0,Y6.T7,0,T.7 Simple interest,0.51597372,,,
5626,:skills,169.4928571,Y6.U1,0,U.1 Elapsed time,0.21495246,,,
5627,:skills,113.1771562,Y6.U2,0,U.2 Time units,0.249159417,,,
5628,:skills,0,Y6.U3,0,U.3 Find start and end times,0.258783965,,,
5629,:skills,1.75,Y6.U4,0,U.4 Convert between 12-hour and 24-hour time,0.251780007,,,
5630,:skills,0,Y6.U5,0,U.5 Transportation schedules,0.727655563,,,
5631,:skills,4352.505071,Y6.V1,0,V.1 Objects on a coordinate plane - first quadrant only,0.169122278,,,
5632,:skills,13972.22095,Y6.V2,0,V.2 Objects on a coordinate plane - all four quadrants,0.451182173,,,
5633,:skills,2759.226567,Y6.V3,0,V.3 Graph points on a coordinate plane,0.197938105,,,
5634,:skills,0,Y6.V4,0,V.4 Quadrants,0.314736399,,,
5635,:skills,509.1046556,Y6.V5,0,V.5 Coordinate planes as maps,0.254230728,,,
5636,:skills,107.0966184,Y6.V6,0,V.6 Follow directions on a coordinate plane,0.258048062,,,
5637,:skills,837.3086362,Y6.W1,0,W.1 Complete an increasing number sequence,0.30479129,,,
5638,:skills,764.5991124,Y6.W2,0,W.2 Complete a geometric number sequence,0.249418496,,,
5639,:skills,75,Y6.W3,0,W.3 Use a rule to complete a number sequence,0.272483091,,,
5640,:skills,0,Y6.W4,0,W.4 Number sequences: word problems,0.38161063,,,
5641,:skills,150,Y6.W5,0,W.5 Number sequences: mixed review,0.356605801,,,
5642,:skills,1635.856089,Y6.X1,0,X.1 Write variable expressions,0.206323691,,,
5643,:skills,194.1764706,Y6.X2,0,X.2 Write variable expressions: word problems,0.171921893,,,
5644,:skills,3137.515618,Y6.X3,0,X.3 Evaluate variable expressions with whole numbers,0.190128403,,,
5645,:skills,119.4069264,Y6.X4,0,X.4 Evaluate multi-variable expressions,0.250191417,,,
5646,:skills,0,Y6.X5,0,X.5 Evaluate variable expressions with decimals,0.251159683,,,
5647,:skills,385.7641604,Y6.X6,0,X.6 Identify terms and coefficients,0.171921893,,,
5648,:skills,20.83333333,Y6.X7,0,X.7 Sort factors of expressions,0.19623641,,,
5649,:skills,0,Y6.X8,0,X.8 Identify equivalent expressions,0.404929972,,,
5650,:skills,4249.90873,Y6.Y1,0,Y.1 Which x satisfies an equation?,0.176986181,,,
5651,:skills,35.50980392,Y6.Y2,0,Y.2 Write an equation from words,0.171921893,,,
5652,:skills,20582.91425,Y6.Y3,0,Y.3 Model and solve equations using algebra tiles,0.176986181,,,
5653,:skills,0,Y6.Y4,0,Y.4 Write and solve equations that represent diagrams,0.175073043,,,
5654,:skills,21996.42711,Y6.Y5,0,Y.5 Solve one-step equations with whole numbers,0.480375683,,,
5655,:skills,0,Y6.Y6,0,Y.6 Solve one-step equations with decimals,0.188616948,,,
5656,:skills,63.80380952,Y6.Y7,0,Y.7 Solve one-step equations: word problems,0.361177585,,,
5657,:skills,0,Y6.Z1,0,"Z.1 Does (x, y) satisfy an equation?",0.283317532,,,
5658,:skills,0,Y6.Z2,0,Z.2 Identify independent and dependent variables,0.198711203,,,
5659,:skills,258.3333333,Y6.Z3,0,Z.3 Solve word problems involving two-variable equations,0.218912347,,,
5660,:skills,685.7538462,Y6.Z4,0,Z.4 Complete a table from a graph,0.170536277,,,
5661,:skills,266.6666667,Y6.Z5,0,Z.5 Complete a table for a two-variable relationship,0.266872329,,,
5662,:skills,0,Y6.Z6,0,Z.6 Write a two-variable equation,0.263420741,,,
5663,:skills,0,Y6.Z7,0,Z.7 Identify the graph of an equation,0.276362848,,,
5664,:skills,129.9033816,Y6.AA1,0,AA.1 Identify and classify polygons,0.276592035,,,
5665,:skills,124,Y6.AA2,0,AA.2 Measure and classify angles,0.240648437,,,
5666,:skills,115.3333333,Y6.AA3,0,AA.3 Find a missing angle - adjacent angles,0.573566286,,,
5667,:skills,55,Y6.AA4,0,AA.4 Estimate angle measurements,0.218183724,,,
5668,:skills,0,Y6.AA5,0,AA.5 Classify triangles,0.204802619,,,
5669,:skills,250.9033816,Y6.AA6,0,AA.6 Identify trapeziums,0.489175818,,,
5670,:skills,2289.751001,Y6.AA7,0,AA.7 Classify quadrilaterals,0.605422102,,,
5671,:skills,0,Y6.AA8,0,AA.8 Graph triangles and quadrilaterals,0.431206687,,,
5672,:skills,0,Y6.AA9,0,AA.9 Find missing angles in triangles and quadrilaterals,0.166332774,,,
5673,:skills,237.5,Y6.AA10,0,AA.10 Sums of angles in polygons,0.166332774,,,
5674,:skills,129,Y6.AA11,0,AA.11 Name angles,0.181875001,,,
5675,:skills,0,Y6.AA12,0,AA.12 Complementary and supplementary angles,0.653864119,,,
5676,:skills,50,Y6.AA13,0,"AA.13 Identify complementary, supplementary, vertical, adjacent and congruent angles",0.218183724,,,
5677,:skills,219,Y6.AA14,0,"AA.14 Find measures of complementary, supplementary, vertical and adjacent angles",0.259060856,,,
5678,:skills,0,Y6.AA15,0,AA.15 Transversal of parallel lines,0.462929823,,,
5679,:skills,0,Y6.AA16,0,AA.16 Parts of a circle,0.15,,,
5680,:skills,0,Y6.BB1,0,BB.1 Symmetry,0.180237783,,,
5681,:skills,3,Y6.BB2,0,"BB.2 Reflection, rotation and translation",0.161590909,,,
5682,:skills,0,Y6.BB3,0,BB.3 Translations: graph the image,0.208726198,,,
5683,:skills,0,Y6.BB4,0,BB.4 Reflections: graph the image,0.208726198,,,
5684,:skills,0,Y6.BB5,0,BB.5 Rotations: graph the image,0.208726198,,,
5685,:skills,61,Y6.BB6,0,BB.6 Similar and congruent figures,0.237350638,,,
5686,:skills,38,Y6.BB7,0,BB.7 Find side lengths of similar figures,0.351748045,,,
5687,:skills,32,Y6.CC1,0,CC.1 Identify polyhedra,0.197019011,,,
5688,:skills,47,Y6.CC2,0,CC.2 Which figure is being described?,0.197019011,,,
5689,:skills,17,Y6.CC3,0,CC.3 Nets of three-dimensional figures,0.317466164,,,
5690,:skills,0,Y6.CC4,0,"CC.4 Front, side and top view",0.419846238,,,
5691,:skills,288.1849206,Y6.DD1,0,DD.1 Perimeter,0.318691386,,,
5692,:skills,2013.771045,Y6.DD2,0,DD.2 Area of squares and rectangles,0.268651896,,,
5693,:skills,2089.731005,Y6.DD3,0,DD.3 Area of triangles,0.231019096,,,
5694,:skills,0,Y6.DD4,0,DD.4 Area of compound figures,0.187152346,,,
5695,:skills,160.3466667,Y6.DD5,0,DD.5 Area between two rectangles,0.178089299,,,
5696,:skills,0,Y6.DD6,0,DD.6 Area and perimeter of figures on grids,0.277907112,,,
5697,:skills,0,Y6.DD7,0,DD.7 Area and perimeter: word problems,1.063066488,,,
5698,:skills,0,Y6.DD8,0,DD.8 Rectangles: relationship between perimeter and area,0.270061262,,,
5699,:skills,0,Y6.DD9,0,DD.9 Compare area and perimeter of two figures,0.273365106,,,
5700,:skills,214,Y6.EE1,0,EE.1 Interpret pictographs,0.273489276,,,
5701,:skills,0,Y6.EE2,0,EE.2 Create pictographs,0.214707463,,,
5702,:skills,119,Y6.EE3,0,EE.3 Interpret stem-and-leaf plots,0.194930803,,,
5703,:skills,0,Y6.EE4,0,EE.4 Create stem-and-leaf plots,0.191422797,,,
5704,:skills,0,Y6.EE5,0,EE.5 Interpret line plots,0.15,,,
5705,:skills,0,Y6.EE6,0,EE.6 Create line plots,0.193714286,,,
5706,:skills,11,Y6.EE7,0,EE.7 Create frequency tables,0.315069719,,,
5707,:skills,8.5,Y6.EE8,0,EE.8 Interpret bar graphs,0.175499999,,,
5708,:skills,3.5,Y6.EE9,0,EE.9 Create bar graphs,0.1748625,,,
5709,:skills,5,Y6.EE10,0,EE.10 Interpret double bar graphs,0.1748625,,,
5710,:skills,0,Y6.EE11,0,EE.11 Create double bar graphs,0.273860937,,,
5711,:skills,1.5,Y6.EE12,0,EE.12 Interpret histograms,0.1748625,,,
5712,:skills,0,Y6.EE13,0,EE.13 Create histograms,0.449188374,,,
5713,:skills,70.83333333,Y6.EE14,0,EE.14 Circle graphs with fractions,0.336342716,,,
5714,:skills,4433.614267,Y6.EE15,0,EE.15 Interpret line graphs,0.221693776,,,
5715,:skills,77.5,Y6.EE16,0,EE.16 Create line graphs,0.194348726,,,
5716,:skills,34.5,Y6.EE17,0,EE.17 Interpret double line graphs,0.255723182,,,
5717,:skills,0,Y6.EE18,0,EE.18 Create double line graphs,0.532561132,,,
5718,:skills,0,Y6.EE19,0,EE.19 Choose the best type of graph,0.580076412,,,
5719,:skills,933,Y6.FF1,0,"FF.1 Calculate mean, median, mode and range",0.321901913,,,
5720,:skills,0,Y6.FF2,0,"FF.2 Interpret charts to find mean, median, mode and range",0.673635464,,,
5721,:skills,0,Y6.FF3,0,"FF.3 Mean, median, mode and range: find the missing number",0.241205542,,,
5722,:skills,0,Y6.GG1,0,GG.1 Combinations,0.183797775,,,
5723,:skills,31,Y6.GG2,0,GG.2 Probability of one event,0.167754998,,,
5724,:skills,0,Y6.GG3,0,GG.3 Make predictions,0.312639815,,,
5725,:skills,0,Y6.GG4,0,GG.4 Experimental probability,0.209653889,,,
5726,:skills,0,Y6.GG5,0,"GG.5 Probability of opposite, mutually exclusive and overlapping events",0.263507932,,,
5727,:skills,0,Y6.GG6,0,GG.6 Compound events - find the number of outcomes by counting,0.183797775,,,
5728,:skills,0,Y6.GG7,0,GG.7 Identify independent and dependent events,0.167754998,,,
5729,:skills,528.0833333,Y7.A1,0,A.1 Prime or composite,0.174314515,,,
5730,:skills,1758.655433,Y7.A2,0,A.2 Prime factorisation,0.34438878,,,
5731,:skills,0,Y7.A3,0,A.3 Multiplicative inverses,0.185837462,,,
5732,:skills,0,Y7.A4,0,A.4 Divisibility rules,0.196132399,,,
5733,:skills,3705.627534,Y7.A5,0,A.5 Highest common factor,0.377452386,,,
5734,:skills,397.4333333,Y7.A6,0,A.6 Lowest common multiple,0.377452386,,,
5735,:skills,0,Y7.A7,0,A.7 HCF and LCM: word problems,0.374584176,,,
5736,:skills,0,Y7.A8,0,A.8 Classify numbers,0.525194741,,,
5737,:skills,0,Y7.A9,0,A.9 Scientific notation,0.288865523,,,
5738,:skills,0,Y7.B1,0,B.1 Understanding integers,0.15,,,
5739,:skills,3821.065196,Y7.B2,0,B.2 Integers on number lines,0.18940711,,,
5740,:skills,593.5142857,Y7.B3,0,B.3 Graph integers on horizontal and vertical number lines,0.182199208,,,
5741,:skills,49.66666667,Y7.B4,0,B.4 Absolute value and opposite integers,0.182199208,,,
5742,:skills,113.3333333,Y7.B5,0,B.5 Compare and order integers,0.196183137,,,
5743,:skills,0,Y7.B6,0,B.6 Integer inequalities with absolute values,0.257208332,,,
5744,:skills,16048.30343,Y7.C1,0,C.1 Integer addition and subtraction rules,0.221420148,,,
5745,:skills,16497.80617,Y7.C2,0,C.2 Add and subtract integers using counters,0.197051782,,,
5746,:skills,17210.80617,Y7.C3,0,C.3 Add and subtract integers,0.317494019,,,
5747,:skills,0,Y7.C4,0,C.4 Complete addition and subtraction sentences with integers,0.278891907,,,
5748,:skills,0,Y7.C5,0,C.5 Add and subtract integers: word problems,0.638242339,,,
5749,:skills,20715.12314,Y7.C6,0,C.6 Integer multiplication and division rules,0.232168662,,,
5750,:skills,21377.62039,Y7.C7,0,C.7 Multiply and divide integers,0.199335842,,,
5751,:skills,0,Y7.C8,0,C.8 Complete multiplication and division sentences with integers,0.220176667,,,
5752,:skills,1312.145714,Y7.C9,0,C.9 Evaluate numerical expressions involving integers,0.18384232,,,
5753,:skills,5806.716542,Y7.D1,0,D.1 Decimal numbers review,0.330976003,,,
5754,:skills,1738.925168,Y7.D2,0,D.2 Compare and order decimals,0.376384831,,,
5755,:skills,0,Y7.D3,0,D.3 Decimal number lines,0.234239515,,,
5756,:skills,2290.53545,Y7.D4,0,D.4 Round decimals,0.202451986,,,
5757,:skills,8248.768019,Y7.E1,0,E.1 Add and subtract decimals,0.245612063,,,
5758,:skills,105.1832723,Y7.E2,0,E.2 Add and subtract decimals: word problems,0.249421446,,,
5759,:skills,5279.892544,Y7.E3,0,E.3 Multiply decimals,0.246141811,,,
5760,:skills,137.0848895,Y7.E4,0,E.4 Multiply decimals and whole numbers: word problems,0.199003993,,,
5761,:skills,1974.444552,Y7.E5,0,E.5 Divide decimals,0.199542255,,,
5762,:skills,6.166666667,Y7.E6,0,E.6 Divide decimals by whole numbers: word problems,0.314959044,,,
5763,:skills,0,Y7.E7,0,"E.7 Estimate sums, differences and products of decimals",0.28846823,,,
5764,:skills,688.1353175,Y7.E8,0,"E.8 Add, subtract, multiply and divide decimals: word problems",0.303537824,,,
5765,:skills,0,Y7.E9,0,E.9 Multi-step inequalities with decimals,0.204276886,,,
5766,:skills,0,Y7.E10,0,E.10 Maps with decimal distances,0.312420655,,,
5767,:skills,0,Y7.E11,0,E.11 Evaluate numerical expressions involving decimals,0.284495914,,,
5768,:skills,285.0063492,Y7.F1,0,F.1 Understanding fractions: word problems,0.259468951,,,
5769,:skills,6144.286592,Y7.F2,0,F.2 Equivalent fractions,0.200331665,,,
5770,:skills,5732.081687,Y7.F3,0,F.3 Write fractions in lowest terms,0.242547225,,,
5771,:skills,0,Y7.F4,0,F.4 Fractions: word problems with graphs and tables,0.647920089,,,
5772,:skills,309.9333333,Y7.F5,0,F.5 Lowest common denominator,0.310417267,,,
5773,:skills,469.6,Y7.F6,0,F.6 Compare and order fractions,0.439429525,,,
5774,:skills,0,Y7.F7,0,F.7 Compare fractions: word problems,0.247741116,,,
5775,:skills,4881.830618,Y7.F8,0,F.8 Convert between mixed numbers and improper fractions,0.211089377,,,
5776,:skills,40.83333333,Y7.F9,0,F.9 Compare mixed numbers and improper fractions,0.219117633,,,
5777,:skills,88.42857143,Y7.F10,0,F.10 Round mixed numbers,0.186187413,,,
5778,:skills,2360.533293,Y7.G1,0,G.1 Add and subtract fractions with like denominators,0.309361795,,,
5779,:skills,129.515873,Y7.G2,0,G.2 Add and subtract fractions with like denominators: word problems,0.362045067,,,
5780,:skills,1887.338636,Y7.G3,0,G.3 Add fractions with unlike denominators,0.227601556,,,
5781,:skills,940.6457792,Y7.G4,0,G.4 Subtract fractions with unlike denominators,0.24987661,,,
5782,:skills,132.5793651,Y7.G5,0,G.5 Add and subtract fractions with unlike denominators: word problems,0.494634359,,,
5783,:skills,3590.418619,Y7.G6,0,G.6 Add and subtract mixed numbers,0.238541796,,,
5784,:skills,191.469475,Y7.G7,0,G.7 Add and subtract mixed numbers: word problems,0.590715252,,,
5785,:skills,0,Y7.G8,0,G.8 Inequalities with addition and subtraction of fractions and mixed numbers,0.356526047,,,
5786,:skills,0,Y7.G9,0,G.9 Estimate sums and differences of mixed numbers,0.325120138,,,
5787,:skills,1142.439622,Y7.G10,0,G.10 Multiply fractions and whole numbers,0.198237657,,,
5788,:skills,248.1,Y7.G11,0,G.11 Multiply fractions and whole numbers: word problems,0.275503984,,,
5789,:skills,3140.446001,Y7.G12,0,G.12 Multiply two fractions using models,0.181255453,,,
5790,:skills,8329.013128,Y7.G13,0,G.13 Multiply fractions,0.345966032,,,
5791,:skills,183.1027778,Y7.G14,0,G.14 Multiply fractions: word problems,0.283426481,,,
5792,:skills,0,Y7.G15,0,G.15 Multiply three or more fractions and whole numbers,0.166337285,,,
5793,:skills,1778.723683,Y7.G16,0,G.16 Divide whole numbers by unit fractions using models,0.302725837,,,
5794,:skills,756.8666667,Y7.G17,0,G.17 Reciprocals,0.172428247,,,
5795,:skills,1880.057016,Y7.G18,0,G.18 Divide whole numbers and unit fractions,0.460295268,,,
5796,:skills,4898.588398,Y7.G19,0,G.19 Divide fractions,0.594229266,,,
5797,:skills,63.86666667,Y7.G20,0,G.20 Divide fractions: word problems,0.2649913,,,
5798,:skills,0,Y7.G21,0,G.21 Estimate products and quotients of fractions and mixed numbers,0.421561326,,,
5799,:skills,137.2694444,Y7.G22,0,"G.22 Add, subtract, multiply and divide fractions and mixed numbers: word problems",0.754587805,,,
5800,:skills,0,Y7.G23,0,G.23 Evaluate numerical expressions involving fractions,0.201529245,,,
5801,:skills,80,Y7.H1,0,H.1 Identify rational numbers,0.259793779,,,
5802,:skills,446.1650538,Y7.H2,0,H.2 Convert between decimals and fractions or mixed numbers,0.248269667,,,
5803,:skills,0,Y7.H3,0,H.3 Absolute value of rational numbers,0.201623109,,,
5804,:skills,178,Y7.H4,0,H.4 Compare rational numbers,0.337024619,,,
5805,:skills,0,Y7.H5,0,H.5 Put rational numbers in order,0.436470932,,,
5806,:skills,0,Y7.H6,0,H.6 Add and subtract rational numbers,0.239968454,,,
5807,:skills,0,Y7.H7,0,H.7 Apply addition and subtraction rules,0.197051782,,,
5808,:skills,0,Y7.H8,0,H.8 Multiply and divide rational numbers,0.229917322,,,
5809,:skills,0,Y7.H9,0,H.9 Apply multiplication and division rules,0.199335842,,,
5810,:skills,308.8666667,Y7.I1,0,I.1 Understanding exponents,0.179823105,,,
5811,:skills,605.2526882,Y7.I2,0,I.2 Evaluate exponents,0.241436188,,,
5812,:skills,0,Y7.I3,0,I.3 Solve equations with variable exponents,0.241825313,,,
5813,:skills,0,Y7.I4,0,I.4 Exponents with negative bases,0.206146205,,,
5814,:skills,125.3666667,Y7.I5,0,I.5 Exponents with decimal and fractional bases,0.228654085,,,
5815,:skills,597.5293651,Y7.I6,0,I.6 Evaluate numerical expressions involving exponents,0.181253194,,,
5816,:skills,272.7516129,Y7.I7,0,I.7 Square roots of perfect squares,0.201305191,,,
5817,:skills,0,Y7.I8,0,I.8 Estimate square roots,0.207036471,,,
5818,:skills,475.7,Y7.J1,0,J.1 Understanding ratios,0.169137653,,,
5819,:skills,138.8333333,Y7.J2,0,J.2 Identify equivalent ratios,0.250263822,,,
5820,:skills,14,Y7.J3,0,J.3 Write an equivalent ratio,0.256362127,,,
5821,:skills,37.83333333,Y7.J4,0,J.4 Equivalent ratios: word problems,0.256362127,,,
5822,:skills,1795.922727,Y7.J5,0,J.5 Unit rates,0.179040506,,,
5823,:skills,0,Y7.J6,0,J.6 Compare ratios: word problems,0.406608988,,,
5824,:skills,0,Y7.J7,0,J.7 Scale drawings: word problems,0.15,,,
5825,:skills,549.3666667,Y7.J8,0,J.8 Do the ratios form a proportion?,0.250263822,,,
5826,:skills,59.33333333,Y7.J9,0,J.9 Do the ratios form a proportion: word problems,0.239768181,,,
5827,:skills,2117.866667,Y7.J10,0,J.10 Solve proportions,0.237240858,,,
5828,:skills,0,Y7.J11,0,J.11 Solve proportions: word problems,0.302315163,,,
5829,:skills,0,Y7.J12,0,J.12 Estimate population size using proportions,0.302315163,,,
5830,:skills,10214.59455,Y7.J13,0,J.13 Rate of change,0.425220857,,,
5831,:skills,0,Y7.J14,0,J.14 Constant rate of change,0.225793268,,,
5832,:skills,309.1333333,Y7.K1,0,K.1 Find the constant of proportionality from a table,0.226092217,,,
5833,:skills,43.58333333,Y7.K2,0,K.2 Write equations for proportional relationships from tables,0.214059462,,,
5834,:skills,26,Y7.K3,0,K.3 Identify proportional relationships by graphing,0.16688202,,,
5835,:skills,227.9166667,Y7.K4,0,K.4 Find the constant of proportionality from a graph,0.36077759,,,
5836,:skills,0,Y7.K5,0,K.5 Write equations for proportional relationships from graphs,0.547636219,,,
5837,:skills,0,Y7.K6,0,K.6 Identify proportional relationships,0.220924861,,,
5838,:skills,0,Y7.K7,0,K.7 Interpret graphs of proportional relationships,0.170536277,,,
5839,:skills,0,Y7.K8,0,K.8 Write and solve equations for proportional relationships,0.257308045,,,
5840,:skills,1218.333333,Y7.L1,0,L.1 What percentage is illustrated?,0.213402797,,,
5841,:skills,1080.285714,Y7.L2,0,"L.2 Convert between percents, fractions and decimals",0.273184742,,,
5842,:skills,0,Y7.L3,0,L.3 Compare percents to fractions and decimals,0.203467161,,,
5843,:skills,0,Y7.L4,0,L.4 Estimate percents of numbers,0.224888585,,,
5844,:skills,1839.033333,Y7.L5,0,L.5 Percents of numbers and money amounts,0.264214738,,,
5845,:skills,327.5,Y7.L6,0,L.6 Percents of numbers: word problems,0.249925883,,,
5846,:skills,859.3666667,Y7.L7,0,L.7 Solve percent equations,0.224860843,,,
5847,:skills,0,Y7.L8,0,L.8 Solve percent equations: word problems,0.216643029,,,
5848,:skills,0,Y7.M1,0,M.1 Which is the better coupon?,0.243145744,,,
5849,:skills,0,Y7.M2,0,"M.2 Add, subtract, multiply and divide money amounts: word problems",0.453217154,,,
5850,:skills,0,Y7.M3,0,M.3 Price lists,0.222606256,,,
5851,:skills,0,Y7.M4,0,M.4 Unit prices,0.222733429,,,
5852,:skills,0,Y7.M5,0,M.5 Unit prices: find the total price,0.226592142,,,
5853,:skills,0,Y7.M6,0,"M.6 Percent of a number: GST, discount and more",0.245767131,,,
5854,:skills,0,Y7.M7,0,M.7 Find the percent: discount and mark-up,0.231247688,,,
5855,:skills,0,Y7.M8,0,M.8 Sale prices: find the original price,0.19778293,,,
5856,:skills,0,Y7.M9,0,M.9 Multi-step problems with percents,0.203923232,,,
5857,:skills,0,Y7.M10,0,M.10 Simple interest,0.203923232,,,
5858,:skills,0,Y7.M11,0,M.11 Compound interest,0.383373964,,,
5859,:skills,0,Y7.N1,0,N.1 Estimate to solve word problems,1.004368988,,,
5860,:skills,159.5714286,Y7.N2,0,N.2 Multi-step word problems,0.236002383,,,
5861,:skills,140,Y7.N3,0,N.3 Guess-and-check word problems,0.429470313,,,
5862,:skills,0,Y7.N4,0,N.4 Use Venn diagrams to solve problems,0.190294818,,,
5863,:skills,0,Y7.N5,0,N.5 Find the number of each type of coin,0.576372508,,,
5864,:skills,0,Y7.N6,0,N.6 Elapsed time word problems,0.258783965,,,
5865,:skills,57,Y7.O1,0,O.1 Estimate metric measurements,0.225008587,,,
5866,:skills,2802.455628,Y7.O2,0,O.2 Compare and convert metric units,0.421400214,,,
5867,:skills,0,Y7.O3,0,O.3 Metric mixed units,0.194773774,,,
5868,:skills,0,Y7.O4,0,O.4 Convert between square metres and hectares,0.19737435,,,
5869,:skills,0,Y7.O5,0,O.5 Convert square and cubic units of length,0.194773774,,,
5870,:skills,0,Y7.O6,0,O.6 Convert between cubic metres and litres,0.15,,,
5871,:skills,0,Y7.O7,0,O.7 Precision,0.274790777,,,
5872,:skills,953.0337681,Y7.P1,0,P.1 Coordinate plane review,0.197938105,,,
5873,:skills,0,Y7.P2,0,P.2 Quadrants and axes,0.174035342,,,
5874,:skills,65,Y7.P3,0,P.3 Follow directions on a coordinate plane,0.174035342,,,
5875,:skills,1044.807764,Y7.P4,0,P.4 Distance between two points,0.328904672,,,
5876,:skills,0,Y7.Q1,0,Q.1 Identify arithmetic and geometric sequences,0.301557468,,,
5877,:skills,469.4380952,Y7.Q2,0,Q.2 Arithmetic sequences,0.215670024,,,
